ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,outlier_col,outlier_threshold
2032-08-09,30,21116,541,Employed,Associate,7,9423,12,Married,0,Rent,198,0.3386545740363932,0,2,0.4251541079315167,0,Debt Consolidation,0,19,29,9393,540,784720,86962,1759.6666666666667,0.7783276715473944,4,697758,0.203923,0.2286531536314929,885.8687949378289,0.6159512000025548,1,40.0,NetWorth,543974.4046263855
2032-10-04,31,48088,517,Employed,Master,4,11381,120,Married,0,Own,464,0.2302451998639189,1,2,0.3910303442973163,0,Home,1,24,18,6303,836,677770,23675,4007.3333333333335,0.6968127125720177,5,654095,0.307881,0.3205345123086954,317.4230397139626,0.1949982631127839,1,42.400000000000006,NetWorth,543974.4046263855
2033-01-07,48,34847,536,Employed,Associate,23,28783,12,Married,3,Rent,326,0.4461572273702059,3,1,0.2529603034258908,0,Debt Consolidation,0,33,27,921,267,1211576,26423,2903.9166666666665,0.913074244498362,5,1185153,0.225783,0.1975516452717343,2662.927410958174,1.0292745123396014,1,36.8,NetWorth,543974.4046263855
2033-01-13,52,32407,629,Employed,Associate,25,43461,36,Married,1,Rent,623,0.471128120039889,3,3,0.4070562546247024,1,Debt Consolidation,0,26,7,3496,897,1409557,15825,2700.583333333333,0.694078324092251,5,1393732,0.213961,0.2145961562676199,1647.670107640333,0.8408072728633936,0,60.0,NetWorth,543974.4046263855
2033-03-16,47,96844,528,Employed,Associate,24,19256,24,Divorced,0,Rent,484,0.4648971797561927,1,0,0.3814338688587546,0,Home,0,23,15,3422,460,1120820,2287,8070.333333333333,0.8458023056577857,4,1118533,0.230256,0.2320666349342382,1010.4771851063874,0.1851815932972269,1,36.8,NetWorth,543974.4046263855
2033-07-28,34,80243,496,Employed,Doctorate,11,13176,48,Widowed,2,Rent,530,0.4640898073015052,3,2,0.3849041123465499,0,Education,0,20,27,3174,4430,651185,20954,6686.916666666667,0.8779305892914283,5,630231,0.2601759999999999,0.2392900414250816,429.0448037729168,0.1434210790383585,1,36.8,NetWorth,543974.4046263855
2034-01-01,48,38611,567,Employed,High School,24,6977,96,Married,1,Mortgage,412,0.5048414734753311,5,3,0.1908880502960273,0,Debt Consolidation,0,29,25,559,1140,622948,62170,3217.583333333333,0.9128540460891575,3,560778,0.258477,0.2759630311520522,180.8363735670632,0.1842489571056113,1,35.2,NetWorth,543974.4046263855
2034-01-18,54,104932,660,Employed,Bachelor,34,14741,72,Married,0,Mortgage,483,0.4697870247546482,0,0,0.2109357919601089,0,Education,0,28,1,4566,2429,767322,19737,8744.333333333334,0.8805949867130421,2,747585,0.199741,0.2139471514151673,365.10662980841846,0.0969892840858939,1,33.6,NetWorth,543974.4046263855
2034-04-17,41,17394,627,Employed,Doctorate,21,29705,48,Single,0,Mortgage,228,0.2006286254868032,4,2,0.1105748569389122,0,Education,0,19,19,2438,2426,642584,11694,1449.5,0.9417541837176676,5,630890,0.211205,0.193931665100507,894.35763595407,0.7743067512618628,0,41.0,NetWorth,543974.4046263855
2034-05-01,56,35904,635,Employed,Associate,32,25295,36,Married,0,Own,928,0.2163099922064758,2,3,0.1114381708280554,0,Education,1,22,10,1073,1355,824540,37755,2992.0,0.679135558268029,4,786785,0.192795,0.2092170879773797,951.9743303544274,0.6283336665623086,0,46.0,NetWorth,543974.4046263855
2034-08-08,68,28247,600,Employed,Associate,44,18597,24,Married,2,Rent,246,0.3153966093735049,5,0,0.4355876373686447,0,Auto,0,16,25,2505,3865,687405,12081,2353.9166666666665,0.7204293694593564,5,675324,0.193597,0.1997364392351775,946.2698147568898,0.5065046828719043,1,37.6,NetWorth,543974.4046263855
2034-08-18,45,27006,457,Self-Employed,Associate,22,21888,96,Single,2,Mortgage,1024,0.093298998573888,3,0,0.2125932356718833,0,Education,0,22,20,2696,779,792440,15871,2250.5,0.6218245704972557,5,776569,0.328388,0.3085998146971158,616.7744806555853,0.7290710867165453,0,48.0,NetWorth,543974.4046263855
2035-05-19,55,47062,636,Employed,Bachelor,32,11422,24,Married,0,Rent,328,0.2227897961227487,4,2,0.4604918284116205,1,Debt Consolidation,0,22,9,8631,308,874266,53552,3921.8333333333335,0.9582379628306544,6,820714,0.168422,0.1859069178098697,573.4983679430362,0.2298665678321455,1,47.2,NetWorth,543974.4046263855
2035-06-08,18,54977,486,Employed,Bachelor,0,12965,72,Single,1,Other,412,0.0871831519763046,4,1,0.0923235726230732,0,Home,0,24,21,3713,1025,837049,33813,4581.416666666667,0.8913758986821629,1,803236,0.284965,0.3114020056372713,399.6205748373916,0.1771549356648907,1,32.800000000000004,NetWorth,543974.4046263855
2035-07-20,42,30414,513,Employed,High School,16,30020,48,Single,0,Own,192,0.2281379458406369,3,1,0.2160268644595621,0,Debt Consolidation,0,25,7,1704,3838,712169,16674,2534.5,0.8822093857545901,6,695495,0.26852,0.2767485405168797,1040.6837877344997,0.486361723312093,0,46.0,NetWorth,543974.4046263855
2035-08-20,18,44083,556,Employed,High School,0,11401,72,Married,1,Rent,397,0.3067837937082641,2,1,0.1709914537985849,0,Debt Consolidation,0,27,25,6649,277,872694,16655,3673.5833333333335,0.7935018600219017,5,856039,0.2484009999999999,0.2630334370698023,316.29133819105664,0.1941677303788916,1,34.4,NetWorth,543974.4046263855
2035-09-02,32,28224,563,Employed,High School,7,30850,60,Divorced,1,Rent,642,0.2976221769483022,4,0,0.2883156484237766,0,Home,0,29,24,23906,649,608159,15831,2352.0,0.8150530143258757,2,592328,0.2543499999999999,0.230447113943764,870.4687043585305,0.6430564219211439,0,46.0,NetWorth,543974.4046263855
2036-01-04,27,49314,602,Employed,High School,5,19892,96,Single,0,Rent,384,0.267175524571065,4,0,0.1473914304543006,0,Home,0,22,19,4809,558,664758,37527,4109.5,0.5564485405463843,5,627231,0.253892,0.2509206856947529,482.0580115511304,0.2107453489600025,1,32.0,NetWorth,543974.4046263855
2036-01-06,18,56700,494,Employed,Associate,0,23154,72,Married,0,Rent,689,0.0333843603296049,1,0,0.3736544234732953,0,Debt Consolidation,1,32,4,1414,1031,999381,17370,4725.0,0.674385651552349,3,982011,0.291154,0.3163502778009333,721.1550958700465,0.2984455229354595,1,43.2,NetWorth,543974.4046263855
2036-03-21,33,18358,512,Employed,High School,12,17254,72,Married,4,Mortgage,183,0.1857049576125423,2,0,0.207788730107897,0,Home,0,29,24,1932,1852,695564,77931,1529.8333333333333,0.8764299416092856,7,617633,0.276254,0.2767256573848997,493.4642018838563,0.4421816332174679,1,36.0,NetWorth,543974.4046263855
2036-04-26,45,84573,547,Employed,High School,22,9843,60,Single,3,Mortgage,418,0.4175876188724616,2,0,0.4993707592332539,0,Home,0,25,27,2457,10530,966563,10412,7047.75,0.6931647962175917,6,956151,0.2413429999999999,0.2578956250939709,293.4790233045064,0.1009512288751029,1,38.400000000000006,NetWorth,543974.4046263855
2036-07-24,38,37980,622,Employed,Associate,18,10753,60,Married,1,Mortgage,829,0.2242402066359073,1,1,0.3929483291689453,0,Auto,0,29,17,1172,168,928347,114461,3165.0,0.77332078282155,3,813886,0.204753,0.2060091306624231,288.49597707073895,0.3530792976526821,1,35.2,NetWorth,543974.4046263855
2036-09-02,33,59729,510,Employed,Master,15,21652,60,Single,2,Mortgage,174,0.3498020289993124,1,1,0.5567103925310349,0,Home,0,30,11,16530,1563,591702,10818,4977.416666666667,0.9351736283341128,5,580884,0.271652,0.2945375059671291,693.2683821643113,0.1742406634293515,1,40.0,NetWorth,543974.4046263855
2036-09-03,63,97259,611,Self-Employed,Bachelor,41,19885,36,Single,0,Own,1008,0.3126882333196962,4,2,0.2084551853460713,0,Home,0,15,20,5742,168,1628933,33156,8104.916666666667,0.8309067087965045,6,1595777,0.199385,0.2148414843613089,754.1208184571846,0.2174138107680134,1,34.4,NetWorth,543974.4046263855
2036-09-07,48,59114,605,Employed,Associate,26,4366,48,Married,1,Mortgage,356,0.1312831956601216,3,1,0.0979324966900829,0,Other,0,27,16,704,624,753365,26241,4926.166666666667,0.66842515590701,5,727124,0.196866,0.1957222587819294,131.86591664085907,0.0990356091567193,1,30.4,NetWorth,543974.4046263855
2036-12-25,39,27841,518,Employed,Associate,14,47649,36,Married,3,Mortgage,346,0.5760923950839035,1,1,0.3633725239642568,0,Debt Consolidation,0,25,6,1809,4119,640711,28413,2320.083333333333,0.7877231951778273,7,612298,0.273649,0.2196688111905949,1818.920615422103,0.9331219203715828,0,51.0,NetWorth,543974.4046263855
2037-04-05,59,47126,637,Employed,Associate,39,33672,48,Divorced,0,Rent,278,0.4611243575345998,9,1,0.3016652543282771,0,Home,0,22,29,1063,1623,588471,10933,3927.1666666666665,0.7400327350427561,1,577538,0.210172,0.2210351599974648,1062.7658662808865,0.341407936072882,1,36.0,NetWorth,543974.4046263855
2037-07-31,48,24717,546,Employed,High School,23,13193,48,Single,0,Mortgage,248,0.3384658393614735,3,1,0.019293848497264,0,Education,1,21,6,694,3221,672909,7196,2059.75,0.5807321358460948,8,665713,0.235193,0.1963320070851275,398.8939997849302,0.3140643280907538,1,41.6,NetWorth,543974.4046263855
2038-06-15,51,79289,595,Employed,Master,28,13974,24,Single,0,Mortgage,760,0.1013814500571038,3,0,0.1979108252350939,0,Home,0,19,4,8446,1082,645423,57126,6607.416666666667,0.8191125405877581,7,588297,0.191474,0.1906395510010166,704.8443028090306,0.221696977307172,1,35.2,NetWorth,543974.4046263855
2038-08-10,52,105512,566,Employed,High School,27,13936,36,Married,1,Rent,560,0.1602483976303068,2,2,0.3135568100097082,0,Auto,0,24,6,3709,262,702956,21252,8792.666666666666,0.9707335294821916,7,681704,0.215936,0.2342369070862583,542.5409792162186,0.1253932420065454,1,36.8,NetWorth,543974.4046263855
2039-01-25,47,40089,642,Employed,Bachelor,22,52270,72,Divorced,1,Mortgage,318,0.5234248870256152,3,1,0.3639891870165951,0,Debt Consolidation,0,20,12,2611,1302,917728,69333,3340.75,0.8158054562416134,7,848395,0.24627,0.2202430744165924,1314.096950630348,0.4885420790631888,1,36.0,NetWorth,543974.4046263855
2039-09-07,45,54820,639,Self-Employed,Bachelor,25,27013,36,Married,0,Mortgage,390,0.1043880310199699,1,1,0.0681596510783881,0,Debt Consolidation,0,33,29,2676,593,851136,15747,4568.333333333333,0.9355224051714182,5,835389,0.192513,0.2099203213343202,1017.6060869492504,0.3081224560997994,1,32.800000000000004,NetWorth,543974.4046263855
2039-10-17,35,130587,514,Employed,High School,11,39699,48,Single,4,Rent,505,0.4113495799501852,4,1,0.1603674130074553,0,Home,0,22,17,4291,1463,843465,19982,10882.25,0.84937920889336,3,823483,0.277699,0.2221592,1255.4180098751085,0.1617696717016341,1,32.800000000000004,NetWorth,543974.4046263855
2040-01-04,38,39077,593,Employed,Bachelor,16,16019,36,Widowed,0,Mortgage,491,0.2110002894931374,4,0,0.3284115014456915,0,Home,0,25,1,4392,929,689341,110818,3256.4166666666665,0.700558933572461,4,578523,0.204519,0.2071127275270101,601.1447965177124,0.3353823875479834,1,40.8,NetWorth,543974.4046263855
2040-03-01,71,99091,703,Employed,Master,48,16878,48,Married,2,Mortgage,298,0.324962291540459,3,2,0.1532877386280849,0,Auto,1,26,5,4341,1381,578726,2407,8257.583333333334,0.8908360018210523,5,576319,0.160378,0.1408674134105955,461.9510043944858,0.0920306794031125,1,32.0,NetWorth,543974.4046263855
2040-03-04,45,19976,500,Employed,High School,23,18925,36,Married,0,Rent,266,0.2782499797586112,4,0,0.0754412330065441,0,Auto,0,28,7,4861,1957,1022025,58635,1664.6666666666667,0.8865694974122018,2,963390,0.2539249999999999,0.2732923964780921,775.963845808329,0.6259294227923482,0,45.0,NetWorth,543974.4046263855
2040-06-04,47,63001,674,Employed,Master,27,11064,84,Single,1,Other,290,0.1755522227696951,4,0,0.0992810662512921,0,Home,0,31,8,5592,751,732125,64929,5250.083333333333,0.9223250467108052,2,667196,0.199064,0.2084791308505501,251.3691868679713,0.1031163035890804,1,28.8,NetWorth,543974.4046263855
2040-08-05,18,34342,522,Employed,Bachelor,0,15454,36,Married,1,Mortgage,640,0.1307352601508513,6,4,0.2695948440343066,0,Education,0,18,24,6014,1649,1251333,38766,2861.833333333333,0.7942182905672719,4,1212567,0.239454,0.269347036882582,630.3716352724654,0.4439013343215184,1,35.2,NetWorth,543974.4046263855
2040-09-01,53,47339,576,Employed,High School,29,9614,48,Widowed,3,Mortgage,453,0.5124155456244616,3,0,0.5840817218941946,0,Education,1,26,19,1509,3674,658279,21764,3944.9166666666665,0.8522693324166656,10,636515,0.216614,0.2291252866105606,307.68228609242897,0.1928259454806639,1,46.400000000000006,NetWorth,543974.4046263855
2041-01-22,32,25750,606,Employed,High School,12,30849,60,Widowed,1,Rent,205,0.2102476292517157,1,2,0.1078713803630833,0,Auto,0,28,20,1281,1041,1116608,194692,2145.833333333333,0.9132279187287924,4,921916,0.2328489999999999,0.2385413804754957,884.8531068642629,0.5078927099949962,1,32.800000000000004,NetWorth,543974.4046263855
2041-08-05,48,41423,504,Employed,Bachelor,25,21852,48,Single,0,Mortgage,331,0.093240733146589,4,5,0.3891386461129638,0,Home,0,29,3,4893,3328,966168,3862,3451.9166666666665,0.7679332430851389,4,962306,0.264852,0.277814346152049,758.8586972418786,0.3157256685151376,1,39.2,NetWorth,543974.4046263855
2041-09-26,49,66523,577,Employed,High School,28,38328,48,Divorced,0,Mortgage,650,0.4227482267250078,3,0,0.220334908380966,1,Home,0,13,28,10037,78,836578,38702,5543.583333333333,0.7221471708099843,7,797876,0.244828,0.2620398672074623,1296.7194868228728,0.3511662709419971,0,57.0,NetWorth,543974.4046263855
2042-03-07,32,68785,616,Unemployed,Master,12,10568,72,Widowed,0,Rent,436,0.4775170405809394,3,0,0.2990087641591266,0,Home,0,20,15,4786,389,1186942,91545,5732.083333333333,0.714311436093006,4,1095397,0.217568,0.2158133148396718,262.91300839142343,0.1219300152750902,1,36.0,NetWorth,543974.4046263855
2042-06-01,33,85696,562,Employed,High School,11,14289,96,Single,2,Rent,257,0.305519904710862,3,0,0.1764499875504357,0,Auto,0,22,12,1001,521,596025,21475,7141.333333333333,0.9365444186013556,4,574550,0.268289,0.2964996658946634,390.5597024651028,0.0906777029217377,1,32.800000000000004,NetWorth,543974.4046263855
2042-07-21,43,174880,554,Employed,Bachelor,22,31970,84,Married,2,Rent,408,0.1307320746060064,2,1,0.3764086031120167,0,Debt Consolidation,0,26,5,1102,1431,625747,30379,14573.333333333334,0.9126829201293516,5,595368,0.27997,0.271593822939318,853.8680103195882,0.0865874663988738,1,36.0,NetWorth,543974.4046263855
2042-09-07,28,88051,523,Employed,Associate,7,17982,36,Married,2,Rent,795,0.4903262997407728,3,0,0.1665758705403941,0,Auto,0,23,18,2682,13189,2131807,24934,7337.583333333333,0.8834968802209039,1,2106873,0.241482,0.2702165826733959,734.3279737828401,0.2084239325549293,1,33.6,NetWorth,543974.4046263855
2042-10-12,45,104929,623,Employed,Bachelor,22,23615,84,Single,0,Rent,680,0.2926246364433544,3,1,0.1539912426044936,0,Auto,1,21,10,1899,1487,1164277,12675,8744.083333333334,0.9663579557260822,4,1151602,0.237115,0.2701114466575524,628.4308950036325,0.1496361419630758,1,35.2,NetWorth,543974.4046263855
2043-04-20,49,66435,590,Employed,Bachelor,26,24042,12,Married,1,Rent,569,0.4360366646618024,3,2,0.2932226398775397,0,Education,0,30,15,4937,1342,695978,13417,5536.25,0.6306694778132228,4,682561,0.194042,0.1763481715231668,2199.994155716731,0.500156993581708,1,36.0,NetWorth,543974.4046263855
2043-10-07,39,45653,536,Employed,Associate,19,21436,48,Married,2,Rent,453,0.3004078629505338,3,2,0.2677799142389253,0,Home,0,27,28,781,75,712794,51864,3804.4166666666665,0.9358033623278312,5,660930,0.248436,0.2227030612899776,678.5138923586286,0.2974211269424472,1,36.0,NetWorth,543974.4046263855
2043-11-15,48,38962,653,Employed,Bachelor,24,19656,48,Single,1,Mortgage,324,0.1305037158991127,3,1,0.1584013637869241,0,Debt Consolidation,0,23,24,6423,138,596463,13597,3246.833333333333,0.8290003333330863,2,582866,0.188156,0.1761947151976299,573.4938897749956,0.2764212996586404,1,28.8,NetWorth,543974.4046263855
2044-02-27,37,29672,454,Employed,High School,12,45726,48,Married,0,Rent,524,0.4260613556410094,2,1,0.5006951934738476,0,Other,0,21,18,5684,1258,637997,32719,2472.6666666666665,0.7815929613446336,5,605278,0.313726,0.2979108203363708,1640.858578751183,0.8755157368904758,0,53.0,NetWorth,543974.4046263855
2044-03-12,46,82412,559,Employed,High School,24,19263,36,Divorced,1,Mortgage,372,0.2137394590528127,6,0,0.2695091985693458,0,Auto,0,24,2,2974,1806,1408301,51097,6867.666666666667,0.960879221024245,11,1357204,0.224763,0.2032055013701401,719.0321883878033,0.1588650470884536,1,37.6,NetWorth,543974.4046263855
2044-04-01,46,34891,618,Employed,Associate,23,52799,72,Divorced,2,Rent,278,0.140748324364998,5,1,0.3066106094630332,0,Auto,0,36,1,2055,1731,805806,34407,2907.583333333333,0.8565623270736248,2,771399,0.258799,0.2647049034058404,1470.2660472619004,0.6012780535709152,0,47.0,NetWorth,543974.4046263855
2044-05-21,57,28478,513,Employed,Doctorate,33,19281,84,Single,3,Rent,359,0.3765680677749479,0,1,0.5115914304993745,0,Debt Consolidation,0,28,4,1806,1154,755826,18856,2373.1666666666665,0.6622108009398165,6,736970,0.287781,0.2685013207429438,511.0704555565182,0.3666284664189276,1,44.0,NetWorth,543974.4046263855
2044-08-05,36,88887,613,Employed,Associate,16,15328,12,Single,1,Own,561,0.2656551333245442,9,0,0.1384427895621189,0,Auto,0,21,20,1793,331,876456,67530,7407.25,0.8619216623564758,6,808926,0.173828,0.1715268803423213,1399.097360137343,0.2646187667673351,1,30.4,NetWorth,543974.4046263855
2045-01-22,45,41612,598,Employed,Associate,23,44487,24,Married,0,Rent,497,0.2184491385801288,1,0,0.0472542581855156,0,Other,0,22,16,2938,315,655790,50195,3467.6666666666665,0.5372939069222946,7,605595,0.220487,0.1847706700247002,2231.241688932279,0.7867658431987732,0,43.0,NetWorth,543974.4046263855
2045-03-09,46,82660,640,Employed,Associate,25,5761,60,Married,2,Mortgage,479,0.3696930539729331,5,2,0.091801916420746,0,Debt Consolidation,0,30,14,14903,1668,1284889,20507,6888.333333333333,0.739255889862809,3,1264382,0.190761,0.1769451547555418,145.33584299065717,0.090636705974932,1,30.4,NetWorth,543974.4046263855
2045-05-29,51,73998,600,Employed,High School,29,20486,72,Married,3,Rent,250,0.2262392025738144,2,0,0.2452118393207898,0,Auto,0,25,10,4865,276,678900,56832,6166.5,0.9829442709246689,2,622068,0.235486,0.2499165928184469,551.7301672497116,0.1300138112786364,1,32.800000000000004,NetWorth,543974.4046263855
2045-10-09,30,44233,601,Employed,Associate,10,14039,36,Single,0,Mortgage,359,0.0250670479014415,4,0,0.2107669579216354,0,Education,1,27,27,2708,1257,739168,24820,3686.0833333333335,0.8189228488853945,4,714348,0.198539,0.1748776551195826,503.94328414368704,0.2341084577063333,1,37.6,NetWorth,543974.4046263855
2046-03-22,44,21757,530,Employed,High School,22,25289,24,Divorced,2,Mortgage,241,0.3651741114695844,4,0,0.4326364055181397,0,Other,0,24,11,1895,608,859141,81262,1813.0833333333333,0.9233855488613762,7,777879,0.235289,0.2216935941084633,1314.062647370327,0.8576895605296654,0,50.0,NetWorth,543974.4046263855
2046-06-20,57,104957,556,Employed,Bachelor,35,37625,60,Married,1,Other,784,0.3706070772944054,2,0,0.2743795481398858,0,Debt Consolidation,0,23,4,691,725,610650,15337,8746.416666666666,0.924962252313848,3,595313,0.264625,0.2584798199083703,1123.1265070321986,0.2180466103679257,1,36.8,NetWorth,543974.4046263855
2047-03-20,49,34091,521,Employed,Bachelor,29,29127,72,Married,1,Mortgage,224,0.1251454964987435,1,0,0.1567033651247628,0,Education,1,21,3,6374,1762,826495,20191,2840.9166666666665,0.8952071246023017,7,806304,0.283627,0.2718480972797817,824.0946233774895,0.3689283236200132,1,40.8,NetWorth,543974.4046263855
2047-10-15,29,80785,588,Employed,High School,7,31161,120,Married,1,Mortgage,276,0.3214569555020607,2,1,0.0776989177670995,0,Auto,0,21,9,3543,2348,591836,31836,6732.083333333333,0.8894629093512271,3,560000,0.292161,0.2569081228899947,724.1229247482244,0.1485606869713275,1,33.6,NetWorth,543974.4046263855
2048-08-10,42,76514,636,Employed,Associate,20,21965,48,Single,2,Mortgage,189,0.2684881516330469,4,1,0.1289473653073987,0,Other,0,19,23,1434,14878,1181813,54235,6376.166666666667,0.9241853297788312,2,1127578,0.198965,0.2100454289340894,680.215161651367,0.1363225284237708,1,31.200000000000003,NetWorth,543974.4046263855
2048-12-14,33,31676,583,Employed,Associate,8,32920,96,Single,2,Rent,1100,0.1152876985527636,4,1,0.3327900117963244,0,Home,1,15,15,7174,527,616293,54466,2639.6666666666665,0.8476340942201599,3,561827,0.27642,0.2801995359561036,862.7782397751561,0.7435704911384605,0,52.0,NetWorth,543974.4046263855
2049-01-05,48,22921,504,Employed,Master,23,36572,48,Married,0,Mortgage,256,0.3521480721168807,1,1,0.1813152397419936,0,Debt Consolidation,0,28,21,1401,3440,575925,9297,1910.0833333333333,0.6818775725549854,1,566628,0.279572,0.2539387257456945,1220.6704608793857,0.7730921657236869,0,44.0,NetWorth,543974.4046263855
2049-03-08,36,18033,499,Employed,High School,15,36742,48,Married,3,Rent,724,0.3874686954773397,3,0,0.4427720010763944,0,Auto,0,31,20,9627,3955,660326,31204,1502.75,0.8128262071703605,5,629122,0.282242,0.2672053209832018,1253.781717241613,1.3161082796483867,0,50.0,NetWorth,543974.4046263855
2049-03-21,32,71133,502,Employed,Bachelor,11,36482,84,Married,0,Own,352,0.5754998016144309,2,0,0.196847524796924,0,Debt Consolidation,1,26,4,2443,392,662679,38941,5927.75,0.8487543620283388,6,623738,0.310482,0.3212496068691718,1095.7602961898635,0.2442343715895345,0,52.0,NetWorth,543974.4046263855
2049-11-29,31,42815,570,Employed,Master,8,21192,96,Single,1,Rent,309,0.0855742431572563,6,1,0.28427325500464,0,Education,0,20,23,1147,745,632804,58981,3567.9166666666665,0.6536166577160374,5,573823,0.271192,0.2581202768704476,523.7320760385451,0.2333944858685633,1,35.2,NetWorth,543974.4046263855
2050-01-26,43,58789,577,Unemployed,Master,21,17673,48,Married,1,Rent,672,0.3922985475609586,2,0,0.305018214825922,0,Debt Consolidation,0,36,28,1738,479,685577,24222,4899.083333333333,0.7420145007999058,8,661355,0.224173,0.2357136840292014,571.9924092651645,0.2539235045872863,1,39.2,NetWorth,543974.4046263855
2050-01-29,44,92060,657,Employed,Master,20,26261,24,Single,0,Mortgage,335,0.6002238349780485,3,1,0.6712664574331286,0,Debt Consolidation,1,29,27,6165,703,1115688,15324,7671.666666666667,0.809774145299012,7,1100364,0.172761,0.1512440361416266,1274.860594830337,0.2098449613074521,1,40.8,NetWorth,543974.4046263855
2050-07-11,32,31693,604,Employed,High School,9,11842,60,Single,0,Mortgage,340,0.6476778364935754,1,0,0.3099824386440128,0,Home,0,29,2,734,4539,729642,15808,2641.083333333333,0.6920144460902327,4,713834,0.2148419999999999,0.2267623452213706,331.6324477808492,0.2543018765459309,1,40.0,NetWorth,543974.4046263855
2051-12-01,23,94769,607,Employed,Master,5,32620,96,Married,3,Mortgage,239,0.1704304606193868,2,1,0.3550210810033063,0,Auto,0,31,14,7522,922,572975,16834,7897.416666666667,0.9455710233437614,4,556141,0.26412,0.2696068366746632,831.3867949197207,0.1355363203055497,1,32.800000000000004,NetWorth,543974.4046263855
2052-06-13,38,83253,443,Employed,High School,17,16884,36,Single,0,Own,457,0.1920304293907262,0,1,0.3974851310645222,0,Auto,0,25,9,5590,2582,888396,13768,6937.75,0.7339990529743691,3,874628,0.2803839999999999,0.2690127540285568,688.3989903911537,0.1650966077461934,1,36.0,NetWorth,543974.4046263855
2052-07-23,31,52652,620,Employed,Bachelor,8,32691,24,Married,0,Rent,439,0.4136631908846171,3,1,0.1341307375592751,0,Home,0,20,11,1677,3441,954942,8403,4387.666666666667,0.6354892887057076,5,946539,0.197691,0.2191450970833648,1694.5689353141186,0.4862650464136105,1,32.0,NetWorth,543974.4046263855
2052-07-29,42,18732,507,Employed,Associate,18,15935,120,Married,2,Rent,359,0.2447824966466146,2,0,0.4069843852508977,0,Debt Consolidation,0,26,18,377,3374,549001,4734,1561.0,0.981952984983197,9,544267,0.317435,0.3077446198855151,429.21863381247385,0.5049446725256078,0,50.0,NetWorth,543974.4046263855
2052-08-27,47,80943,541,Employed,High School,26,13733,36,Married,4,Mortgage,170,0.1418872348848856,3,0,0.2021520035818817,0,Other,0,24,20,3586,823,635840,2292,6745.25,0.7610835328248672,5,633548,0.228233,0.1825864,498.2644737051685,0.0990718614884798,1,33.6,NetWorth,543974.4046263855
2052-10-25,38,51845,492,Self-Employed,High School,13,25472,96,Divorced,0,Own,271,0.0559975573087805,4,2,0.360381586452593,0,Auto,1,23,13,1946,424,826866,3899,4320.416666666667,0.6096601893257962,2,822967,0.314472,0.2900979344955569,684.9208398708778,0.2212566318536123,1,43.2,NetWorth,543974.4046263855
2052-11-22,43,39909,531,Employed,High School,22,25527,24,Divorced,0,Own,583,0.1914014818312065,3,1,0.0712810681288631,0,Other,0,16,9,4962,255,1117330,10673,3325.75,0.5136865079550738,6,1106657,0.2350269999999999,0.2673131593055829,1384.6893739429884,0.5916528223537513,1,34.4,NetWorth,543974.4046263855
2053-01-27,57,57099,533,Employed,Bachelor,33,22237,24,Single,0,Rent,108,0.1274480776837954,3,0,0.0911646610061649,1,Auto,1,27,24,2564,268,590863,31727,4758.25,0.7456689639241606,6,559136,0.230737,0.1974729781421662,1129.02670585463,0.2599751391487689,1,47.2,NetWorth,543974.4046263855
2053-03-28,42,80753,612,Employed,Bachelor,23,21247,36,Single,3,Rent,347,0.1716788329269223,1,1,0.2978631036849269,0,Debt Consolidation,0,26,28,3901,1096,924864,56883,6729.416666666667,0.5787812567610704,5,867981,0.2002469999999999,0.1807293354547809,768.9075365656063,0.1658252998500027,1,31.200000000000003,NetWorth,543974.4046263855
2053-06-23,49,120502,534,Employed,Master,28,43240,60,Divorced,1,Mortgage,374,0.147969223976507,3,1,0.3381657308234155,0,Auto,0,19,10,6777,1096,689596,31290,10041.833333333334,0.8560668882348712,8,658306,0.28124,0.306881546455751,1417.2930085972316,0.1783830650376489,1,34.4,NetWorth,543974.4046263855
2053-07-04,43,75381,525,Employed,High School,20,27062,36,Married,2,Rent,853,0.1955392794677421,1,3,0.2557483615002179,0,Auto,0,29,4,2447,2143,756860,153985,6281.75,0.6218299901713081,5,602875,0.249562,0.2137594289072648,1024.793728794483,0.2989284401312505,1,36.8,NetWorth,543974.4046263855
2053-08-17,24,94141,581,Employed,Associate,4,21661,12,Married,5,Mortgage,794,0.4617832445453725,7,0,0.2602075843426881,0,Education,0,28,16,4211,816,654864,17194,7845.083333333333,0.7965391001549684,8,637670,0.196161,0.2158948816323522,2023.0707596312848,0.359087423286086,1,35.2,NetWorth,543974.4046263855
